5,62.98
10,62.84
15,62.73
20,62.65
25,62.57
30,62.52
40,62.52
50,62.35
60,62.29
70,62.23
80,62.17
90,62.14
100,62.1
110,62.07
120,62.05
180,61.9
240,61.81
300,61.74
360,61.69
420,61.66
480,61.6
540,61.56
600,61.56
660,61.54
720,61.51
800,61.49
